# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = /Users/seanreed1/.cmdstanpy/cmdstan-2.22.1/examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 50844
# output
#   file = /Users/seanreed1/BAYESIAN-REPOS/MY-RAOS-LECTURE/bernoulli-202010021107-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.933493
# Diagonal elements of inverse mass matrix:
# 0.510091
-6.79439,0.980609,0.933493,1,3,0,6.97297,0.213281
-7.20108,0.937493,0.933493,2,3,0,7.33661,0.145184
-7.19952,1,0.933493,1,1,0,7.28795,0.145338
-6.85995,0.992449,0.933493,1,3,0,7.13831,0.194184
-7.43504,0.915542,0.933493,1,3,0,7.47441,0.125371
-7.31778,1,0.933493,2,3,0,7.4882,0.134569
-6.74901,0.991336,0.933493,1,3,0,7.37766,0.244472
-6.79169,0.893533,0.933493,2,3,0,7.46934,0.214328
-6.88403,0.980103,0.933493,1,1,0,6.88405,0.188871
-6.88403,0.898221,0.933493,2,3,0,7.94208,0.188871
-6.76449,0.988728,0.933493,1,3,0,6.95997,0.273127
-6.82111,0.9943,0.933493,2,3,0,6.82112,0.29969
-7.08621,0.925984,0.933493,1,1,0,7.0866,0.360813
-7.22938,0.956417,0.933493,1,1,0,7.30468,0.383627
-6.86825,1,0.933493,2,3,0,7.14261,0.192284
-6.86825,0.921518,0.933493,1,3,0,7.3447,0.192284
-6.75338,0.999633,0.933493,1,3,0,6.85551,0.237213
-6.77524,0.998013,0.933493,2,3,0,6.77541,0.279892
-6.77524,0.918572,0.933493,1,3,0,7.15498,0.279892
-6.94552,0.96602,0.933493,1,3,0,6.94652,0.333444
-6.74865,0.998069,0.933493,2,3,0,6.96338,0.245584
-6.7486,0.98428,0.933493,2,3,0,6.84376,0.245763
-6.74808,0.994567,0.933493,2,3,0,6.78138,0.251341
-7.14892,0.916179,0.933493,2,3,0,7.36147,0.371264
-7.4925,0.965544,0.933493,2,3,0,7.56366,0.418496
-6.99156,1,0.933493,1,1,0,7.3554,0.343169
-6.84278,0.954896,0.933493,1,3,0,7.26075,0.198383
-7.61812,0.823775,0.933493,1,3,0,8.07718,0.433056
-7.79379,0.943865,0.933493,1,1,0,8.03407,0.451821
-6.76549,0.981852,0.933493,2,3,0,7.97584,0.227133
-6.75763,1,0.933493,1,1,0,6.76453,0.232947
-7.4031,0.861097,0.933493,1,3,0,7.58595,0.127754
-6.80058,0.897804,0.933493,2,3,0,8.54395,0.211003
-6.80861,0.998228,0.933493,1,1,0,6.81871,0.208258
-6.76938,1,0.933493,1,1,0,6.79989,0.224777
-6.81253,0.990226,0.933493,1,1,0,6.81263,0.20699
-6.80207,1,0.933493,2,3,0,6.82007,0.21048
-6.80146,0.991759,0.933493,2,3,0,6.89395,0.210694
-6.90162,0.853804,0.933493,2,3,0,7.86876,0.185325
-6.75028,0.938626,0.933493,2,3,0,7.37853,0.258461
-6.7834,0.995551,0.933493,2,3,0,6.78494,0.217773
-7.14127,0.960976,0.933493,2,3,0,7.17926,0.370031
-7.01898,1,0.933493,2,3,0,7.16166,0.348563
-6.81503,1,0.933493,2,3,0,6.96922,0.206202
-6.76956,0.968978,0.933493,2,3,0,7.07728,0.276523
-7.9899,0.66616,0.933493,1,3,0,8.88341,0.0936338
-7.35402,1,0.933493,1,1,0,7.90343,0.13159
-8.06542,0.907011,0.933493,1,1,0,8.06543,0.0903086
-7.63334,1,0.933493,1,1,0,8.05052,0.112209
-6.97847,0.980641,0.933493,1,3,0,7.5384,0.17215
-7.32835,0.97992,0.933493,2,3,0,7.32851,0.133686
-7.72472,0.944727,0.933493,1,1,0,7.74308,0.106921
-7.47946,1,0.933493,1,1,0,7.75131,0.12219
-8.06576,0.926586,0.933493,1,1,0,8.07442,0.0902939
-7.71978,1,0.933493,1,1,0,8.08679,0.107196
-9.50969,0.814817,0.933493,1,3,0,9.62021,0.0488128
-10.8629,0.840171,0.933493,2,3,0,14.0691,0.0292489
-9.94246,1,0.933493,2,3,0,10.8808,0.0412654
-6.74822,0.79515,0.933493,2,7,0,11.4306,0.247496
-6.78254,0.991154,0.933493,1,3,0,6.79293,0.283762
-7.55812,0.766273,0.933493,1,3,0,8.17618,0.116903
-7.66824,0.985315,0.933493,1,1,0,7.77342,0.110139
-7.73697,0.991192,0.933493,1,1,0,7.86932,0.106243
-7.23356,1,0.933493,1,1,0,7.66494,0.142055
-9.16693,0.888796,0.933493,2,3,0,9.24721,0.562548
