# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /Users/seanreed1/.cmdstanpy/cmdstan-2.22.1/examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 26954
# output
#   file = /Users/seanreed1/BAYESIAN-REPOS/MY-RAOS-LECTURE/bernoulli-202010021115-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.943257
# Diagonal elements of inverse mass matrix:
# 0.60877
-8.96414,0.914494,0.943257,1,1,0,9.01836,0.0608225
-7.86695,1,0.943257,1,1,0,8.83302,0.0994546
-7.01669,0.943266,0.943257,2,3,0,8.57498,0.348123
-7.2411,0.420458,0.943257,2,3,0,10.7549,0.385346
-7.37074,0.950955,0.943257,1,1,0,7.53597,0.403227
-8.34082,0.678206,0.943257,1,1,0,8.50288,0.501914
-7.79359,1,0.943257,1,1,0,8.47138,0.451801
-7.22681,1,0.943257,1,1,0,7.69929,0.383247
-7.2583,0.987952,0.943257,1,1,0,7.42785,0.387834
-6.88388,1,0.943257,1,1,0,7.14,0.318592
-6.88037,1,0.943257,1,1,0,6.92677,0.317662
-6.81935,0.98219,0.943257,1,3,0,7.00207,0.20488
-7.24786,0.889389,0.943257,1,3,0,7.435,0.386329
-7.11241,1,0.943257,1,1,0,7.31149,0.36528
-6.81852,0.594458,0.943257,2,3,0,9.01746,0.298769
-6.77257,0.992792,0.943257,1,3,0,6.85975,0.223011
-6.83993,0.992879,0.943257,2,3,0,6.84597,0.30596
-6.83993,0.590133,0.943257,1,3,0,8.05144,0.30596
-6.8316,1,0.943257,1,1,0,6.86347,0.303265
-7.05607,0.923301,0.943257,1,1,0,7.06645,0.355473
-7.03993,1,0.943257,1,1,0,7.1505,0.352516
-6.82096,1,0.943257,2,3,0,6.97039,0.299638
-6.77456,0.921376,0.943257,2,3,0,7.12336,0.279507
-7.52169,0.81889,0.943257,1,3,0,7.52665,0.421977
-6.93862,1,0.943257,2,3,0,7.48516,0.178585
-6.76131,0.972982,0.943257,2,3,0,7.06712,0.27074
-6.76233,0.999675,0.943257,1,1,0,6.76634,0.27153
-7.18603,0.89394,0.943257,1,3,0,7.1908,0.377095
-7.20346,0.993358,0.943257,1,1,0,7.35892,0.379756
-7.05697,1,0.943257,1,1,0,7.24148,0.355637
-6.89627,1,0.943257,1,1,0,7.03275,0.321794
-6.93167,0.987442,0.943257,1,1,0,6.97726,0.330319
-6.93167,0.326429,0.943257,1,1,0,8.69134,0.330319
-7.00333,0.974305,0.943257,1,1,0,7.0576,0.345517
-6.77617,1,0.943257,1,1,0,6.92569,0.28041
-6.97328,0.739142,0.943257,2,3,0,8.03926,0.172949
-7.3027,0.931232,0.943257,1,1,0,7.30947,0.13585
-6.91392,1,0.943257,1,1,0,7.21568,0.182988
-6.76646,0.988846,0.943257,2,3,0,6.9973,0.226523
-7.29203,0.889392,0.943257,1,3,0,7.34806,0.13677
-7.85894,0.906306,0.943257,1,1,0,7.8749,0.0998529
-9.27362,0.822768,0.943257,1,3,0,9.27467,0.0536173
-8.12841,1,0.943257,2,3,0,9.15754,0.087666
-9.09747,0.965479,0.943257,2,3,0,9.12495,0.0575801
-7.3342,0.990287,0.943257,1,3,0,8.89887,0.133203
-7.13862,1,0.943257,1,1,0,7.3433,0.151658
-6.84939,1,0.943257,1,1,0,7.06912,0.196719
-6.80998,1,0.943257,1,1,0,6.8491,0.207808
-7.06127,0.824154,0.943257,2,3,0,8.05821,0.160708
-7.43931,0.962716,0.943257,2,3,0,7.44181,0.411982
-7.43931,0.571512,0.943257,1,3,0,8.89574,0.411982
-7.71673,0.584633,0.943257,1,3,0,9.27347,0.107366
-8.12545,0.942731,0.943257,1,1,0,8.21084,0.0877875
-7.52497,1,0.943257,2,3,0,8.06556,0.11908
-7.67371,0.975765,0.943257,1,1,0,7.79612,0.109821
-6.91402,1,0.943257,2,3,0,7.44799,0.326173
-7.28491,0.946402,0.943257,2,3,0,7.31325,0.391609
-7.05721,1,0.943257,1,1,0,7.28528,0.35568
-6.83892,1,0.943257,2,3,0,6.99202,0.30564
-6.83892,0.50997,0.943257,1,3,0,8.39343,0.30564
-6.76662,1,0.943257,2,3,0,6.82853,0.226422
-9.34445,0.514396,0.943257,1,3,0,10.3219,0.0521182
-7.70165,0.936838,0.943257,1,3,0,9.14957,0.108217
-7.09121,0.971307,0.943257,2,3,0,8.14895,0.15705
-6.76886,0.974324,0.943257,1,3,0,7.13711,0.276078
-7.53245,0.717628,0.943257,2,3,0,8.38845,0.118583
-7.41654,1,0.943257,1,1,0,7.62605,0.126741
-6.8106,0.937822,0.943257,1,3,0,7.5817,0.295858
-7.11687,0.951838,0.943257,2,3,0,7.12012,0.366025
-6.78634,0.989646,0.943257,1,3,0,7.15038,0.216507
-6.76065,1,0.943257,1,1,0,6.77979,0.230493
-6.78489,0.983277,0.943257,2,3,0,6.85851,0.284919
-6.79452,0.879747,0.943257,2,3,0,7.32885,0.213231
-7.64567,0.838737,0.943257,1,3,0,7.74023,0.11147
-8.97459,0.83529,0.943257,1,3,0,8.97691,0.0605604
-7.89531,1,0.943257,1,1,0,8.84912,0.0980642
-7.89531,0.854658,0.943257,1,1,0,9.02822,0.0980642
-6.76047,1,0.943257,2,3,0,7.66185,0.270057
-6.74833,1,0.943257,1,3,0,6.75717,0.253091
-6.86686,0.969114,0.943257,1,3,0,6.87478,0.313964
-6.75668,1,0.943257,1,3,0,6.83118,0.266689
-7.8098,0.735392,0.943257,1,3,0,8.23669,0.102352
-8.16832,0.951216,0.943257,1,1,0,8.27586,0.0860491
-6.81465,0.983829,0.943257,1,3,0,8.05158,0.206321
-6.77344,1,0.943257,2,3,0,6.80523,0.222548
-6.88118,0.96845,0.943257,1,3,0,6.94686,0.317877
-6.97342,0.967524,0.943257,1,1,0,7.00777,0.339448
-6.77824,0.990458,0.943257,1,3,0,7.01092,0.22014
-6.77824,0.9386,0.943257,1,3,0,7.0363,0.22014
-8.08149,0.499983,0.943257,2,3,0,10.2662,0.0896232
-6.9206,1,0.943257,1,3,0,7.91051,0.18176
-7.11494,0.95637,0.943257,1,1,0,7.12698,0.154293
-7.11494,0.894516,0.943257,1,1,0,7.58814,0.154293
-6.92045,0.903777,0.943257,2,3,0,8.52559,0.181788
-7.77911,0.876226,0.943257,1,3,0,7.8074,0.103964
